en,ko
You said that you'd never been,넌 한 번도 가본 적이 없다고 했지
Cause I'm about to put them all away,이제 모두 치워버릴 참이니까
"Let's get physical (physical, physical)","피지컬하게 가자 (피지컬, 피지컬)"
Are you gettin' money? Do you need a ride?,돈 벌고 있어? 태워줄까?
So let's at least agree to go our separate ways,그러니 적어도 각자의 길을 가기로 동의하자
And I am sick and tired of my phone r-ringing,내 전화가 울려서 지긋지긋해
They can try to stop the paradise we're dreamin' of,그들은 우리가 꿈꾸는 천국을 멈추려 할 수 있어
Can you feel it? (I can you feel it),느껴지니? (느낄 수 있어)
"Just to wake you up, wake you up","널 깨우기 위해서만, 널 깨우기 위해서만"
Trading in the passion for that taste of pain,그 열정을 고통의 맛으로 바꾸는 것
Did you say what you wanted to say?,네가 하고 싶은 말을 했니?
"Like Christmas, oh oh oh","크리스마스처럼, 오 오 오"
Don't say that (shut your trap),그렇게 말하지 마 (입 다물어)
My picture in your wallet,내 사진이 네 지갑에 있어
"And you want me like I want you tonight, baby","그리고 네가 오늘 밤 나를 원하는 것처럼 나도 널 원해, 자기야"
"Oh, no-no, don't be shy, just take my hand, and hold on tight","오, 아니, 아니, 부끄러워하지 마, 그냥 내 손을 잡고 꽉 붙잡아"
I'm just tryna live life for the moment,난 그저 순간을 위해 살고 싶어
You want me close so I hear you,"넌 내가 가까이 있길 원해, 그래서 네 얘길 듣게 돼"
All you do is roll your eyes,넌 눈만 굴리고
"But baby you were so good, so good","하지만 자기야, 넌 정말 최고였어, 최고였어"
Caught in a bad romance (want your bad romance),나쁜 로맨스에 걸렸어 (네 나쁜 로맨스를 원해)
"Anything you want, just to put a smile on it",미소를 짓게 하기 위해서라면 뭐든
(Shake her little something),(그녀를 살짝 흔들어)
Cause you stole my heart,왜냐면 넌 내 심장을 훔쳤으니까
(Man In The Mirror),(거울 속의 남자)
Vanished when I saw your face,네 얼굴을 봤을 때 사라졌어
Don't wanna know,알고 싶지 않아
Quit clipping on your wings,날개를 자르지 마
Got to be there (Got to be there),거기 있어야 해 (거기 있어야 해)
"Now, I don't wanna fight this (no)","이제, 난 이걸로 싸우고 싶지 않아 (아니)"
In the morning I know everybody's rushing,아침에는 모두가 서두르는 걸 알아
The more you turn your back,네가 등을 돌릴수록
"Sorry, but it's not like the last time",미안하지만 이번은 지난번 같지 않아
He ain't readin' what they call me lately,그가 요즘 날 뭐라 부르는지조차 읽지 않네
Tryna find the road to you,널 향한 길을 찾으려 해
And you started it,너가 그것을 시작했지
You're makin' all my thoughts obscene,네가 내 모든 생각을 더럽혀
Me? I'm just a tenant,나? 나는 그냥 세입자야
"Low life for life, let the meds flow","낮은 인생을 위해, 약들이 흐르게 해"
"Out of focus, eye to eye","초점이 흐려져, 눈과 눈이 마주쳐"
"A little atten', yeah (a little attention)","조금만 관심, 그래 (조금의 관심)"
"Some nights, it was crazy (no)",어떤 밤엔 미쳤었지 (아니)
"And I was thinking on the drive down, ""Any time now","차 타고 내려오며 생각했어, “곧일 거야”"
Let the church say Amen,교회가 아멘이라 말하게 해
And leave my world so cold,내 세상을 이렇게 차갑게 놔둘게
You're asleep in London,넌 런던에서 자고 있어
I hear Jerusalem bells a-ringing,예루살렘의 종소리가 울리는 걸 들어
Nowhere to hide,숨을 곳도 없이
Someday in a world where men are free,언젠가 남자들이 자유로운 세상에서
I do what I want when I'm wanting to,난 하고 싶을 때 하고 싶은 걸 해
Your will to self motivate,스스로 동기부여하려는 네 의지
It's so wonderful and warm,정말 멋지고 따뜻해
"Say I'm there for you, but I'm out of time","네 곁에 있다고 말하지만, 난 시간이 없어"
When my song come on,내 노래가 나올 때
"And, baby, when it's love, if it's not rough, it isn't fun (fun)","그리고, 베이비, 사랑이라면 거칠지 않으면 재미없어 (재미없어)"
But why must we retaliate? Is it human nature?,하지만 왜 우리가 보복을 해야 하지? 그게 인간 본성인가?
"This year's different, you can tell","올해는 달라, 티가 나지"
"Wanna scratch me back and forth, back and forth? Uh-huh",앞뒤로 긁어주고 싶어? 어-허
And it will be nice to be alone for a week or two,일주일이나 이주 정도 혼자 있는 것도 괜찮을 거야
Winnin' in every decision,모든 결정에서 이겼지
"Hey, you're not sorry, no, no, no","헤이, 넌 미안해하지 않아, 아니, 아니, 아니"
So be good for goodness sake,"그러니 착하게 굴어, 진짜로"
"Take you to every party, 'cause I remember how much you love to dance","널 모든 파티에 데려갔어야 했어, 넌 춤추는 걸 얼마나 좋아하는지 기억해"
Little trust and some passion would be nice,조금의 신뢰와 약간의 열정이면 좋겠어
And it led me to a miracle,그리고 그게 날 기적 속으로 이끌었어
"This ain't regular, I seen regular","이건 평범하지 않아, 난 평범함을 봐왔어"
Is your cup half full or empty?,"네 잔은 반이 찼니, 아니면 비었니?"
The second you say you'd like me too,네가 좋아한다고 말하는 순간
"I, I hope she makes you smile","난, 난 그녀가 널 웃게 하길 바래"
Trade it for a halo,후광으로 바꿔
"You can see for yourself, little lady","직접 봐, 작은 아가씨"
I'll be there to hold ya,널 붙잡아줄게
Not thinking there's a family out hungry and cold,굶주리고 추운 가족이 있다는 생각조차 하지 못하고
I'm gonna love you with my hands tied,난 손이 묶인 채로 널 사랑할 거야
"I wanna hold 'em like they do in Texas, please","나는 그들이 텍사스에서 하는 대로, 그들을 다루고 싶어"
Something beautiful,아름다운 무언가
I'll never write a song,다시는 노래도 쓰지 않을 거야
"Six feet under, I can't help but wonder","6피트 아래, 나는 어쩔 수 없이 궁금해져"
Maybe 'fore we take it slow,아마 우리가 천천히 시작하기 전에
And every time I see you make that face,네가 그 표정을 지을 때마다
Una noche sin ti,너 없는 밤
"It was the night things changed, can you see it now?","사건이 바뀐 밤이었어, 이제 보이니?"
"If no one gets hurt, what was it worth what was it worth what was it worth","아무도 다치지 않는다면, 그게 무슨 가치가 있었을까, 무슨 가치가 있었을까, 무슨 가치가 있었을까"
But here am I in my little bubble?,하지만 여기 난 내 작은 거품 속에 있네
"Nobody knows the way that I know her, said","아무도 내가 그녀를 아는 방식대로 알지 못해, 말했잖아"
I just don't know what to do with you,널 어떻게 해야 할지 모르겠어
"Back up, back up, back up and whine it","물러서, 물러서, 물러서고 흔들어"
"The truth is, the stars are falling, babe","진실은, 별들이 떨어지고 있다는 거야, 자기야"
"In a getaway car, oh-oh-oh","도주차 안에, 오-오-오"
We've been hiding since the time they forgot to knock,우리는 노크하지 않는 그때부터 숨고 있었지
So why did you go away?,그럼 왜 떠나간 거야?
And you're right,그리고 넌 맞아
"We're in hell, it's disguised as a paradise with flashing lights","우린 지옥에 있어, 번쩍이는 불빛 속 낙원으로 위장된 곳"
"Oh, today, I don't feel like doing anything","아, 오늘은 아무것도 하고 싶지 않아"
But Susie fought so hard to live,하지만 수지는 살기 위해 그렇게 싸웠어
Have you seen my childhood?,내 어린 시절 본 적 있어?
Now the day bleeds into nightfall,이제 낮이 밤으로 스며들어
"I was playing back a thousand memories, baby","난 수천 개의 기억을 되감고 있었어, 자기야"
"I'll hold your hand, I'll hold the door","난 네 손을 잡을 거야, 문을 열어줄 거야"
I ain't buying that,나는 그걸 믿지 않아
A week ago you said to me,일주일 전 네가 내게 말했지
Give it to me like you say you do?,네가 말하듯이 내게 줘?
You don't know what goodbye means,넌 이별이 무슨 뜻인지 몰라
"Girl, I promisse, it's a killa","소녀야, 약속해, 그건 치명적일 거야"
I knew you,난 널 알고 있었어
"Baby doll, when it comes to a lover","자기야, 연인 얘기가 나오면"
"Lovin' you now, a little more tomorrow","오늘 널 사랑하고, 내일은 조금 더 사랑할게"
"What if, what if we left today?",만약 우리가 오늘 떠난다면 어떨까?
Cause if he did,그가 그렇게 했다면
Please don't let me fall,제발 날 떨어뜨리지 마
"You were the popular one, the popular chick","넌 인기 있는 사람, 인기 있는 여자였어"
"Whoa, show me your teeth (I just need a little guidance)","워, 네 이빨을 보여줘 (난 그냥 약간의 안내만 필요해)"
All I need is,내가 필요한 건 전부
But you choose death and company,하지만 넌 죽음과 동행을 선택했어
I'll be all you need and more,난 네가 필요로 하는 모든 것 이상이 될 거야
She too smart to crave material things,그녀는 물질적인 것에 욕심내기엔 너무 똑똑해
"Oh, maybe, I must've been out of my mind","오, 아마 내가 제정신이 아니었나 봐"
"Girl, why don't you fuck what you heard, baby?","자기야, 왜 사람들이 말하는 걸 신경 써, 자기야?"
"Oh, right now we're in the rhythm","오, 지금 우리는 리듬 속에 있어"
"Cause I'm out in the club, and I'm sipping that bubb",클럽에서 술을 마시고 있으니까
"Spinnin' women in cartwheels, linen fabric on fashion","여자들을 공중제비 돌리듯 돌리고, 패션에 리넨 천"
"Oh, I just thought you should know","오, 그냥 네가 알았으면 했어"
Why you still talkin' 'bout me like we together?,왜 아직도 우리가 함께인 것처럼 내 얘기를 해?
"Girl, I want you like you want me to","소녀여, 난 네가 나를 원하듯 널 원해"
And don't you pretend,그리고 가장해선 안 돼
"And you've been living all alone, at home",그리고 넌 집에서 늘 혼자 살아왔어
I'm a soldier who's returning half her weight,나는 반쪽 무게로 돌아오는 병사야
"You said, ""I remember how we felt, sitting by the water","넌 말했지, ""우리가 물가에 앉아 느꼈던 걸 기억해"
Uh-uh i'm not sure how much more i can take baby,"음-음 난 더 이상 버틸 수 있을지 확신이 안 서, 베이비"
"Cupid's got me, oh with his bow and arrow, baby","큐피드가 날 사로잡았어, 오 그의 활과 화살로, 베이비"
Get a little bit stronger,조금 더 강해져
"If you want it, let me know","너가 원한다면, 말해줘"
"Don't show up, up, up, don't start now","나타나지 마, 나타나지 마, 지금 시작하지 마 (오)"
He ate my heart (I love that girl),그가 내 심장을 먹었어 (난 그 여자가 좋아)
"Love is all we need (give love, love, love, love)","사랑이 우리가 필요한 전부야 (사랑을 줘, 사랑, 사랑, 사랑)"
She seemed to be a bit frustrated,그녀는 약간 답답해 보였어
"Shake dat body, lemme see you just do it","그 몸을 흔들어, 그냥 해보는 걸 보여줘"
"Ohh, yeah, yeah","오오, 그래, 그래"
Got these angels all around mе,내 주위엔 천사들이 가득해
"You can throw your hands up, you can beat the clock","너는 손을 높이 들고, 시간을 이길 수 있어 (예)"
"Lights fill the streets, spreading so much cheer","빛이 거리를 가득 채우고, 즐거움이 가득 퍼져"
Cause what I got for you,왜냐면 내가 너에게 가진 마음이
"So we don't gotta go there, past lovers and warfare","우린 거기 가지 않아도 돼, 옛 연인들과 전쟁은"
Everything is wrong,모든 게 잘못됐어
"You seen that we got the same pain, same scar","우리 같은 상처, 같은 흉터가 있다는 걸 넌 봤잖아"
