en,ko
She knows it's too late as we're walking on by,우리가 지나갈 때 그녀는 이미 너무 늦었다는 걸 알아
"How long will it be cute, all this cryin' in my room?",내 방에서 우는 게 언제까지 귀여울까?
"Warm on a cold, cold night",추운 밤에 따뜻하게 해줄게
"We don't care what people say, we know the truth","사람들이 뭐라 하든 신경 안 써, 우린 진실을 알아"
(Lighting the night),(밤을 밝히며)
"You got me in the mood, for love",넌 날 사랑할 기분으로 만들어
Wonderin' if you got a body,네가 누군가와 있는지 궁금해
That boy is bad and honestly,저 남자는 안 좋고 솔직히
"And don't be a fool, yeah","바보가 되지 마, 그래"
When you have to purchase mad D batteries,D 배터리를 잔뜩 사야 할 때
But we always find a way to make it out alive,우린 항상 살아남을 방법을 찾아
He tore my clothes right off,걔가 내 옷을 확 찢어 벗겼어
Adrenaline keeps on rushing in,아드레날린은 계속 흘러넘쳐
Don't forget my lipstick,내 립스틱을 잊지 마
I suffocate then catch my second wind,숨이 막히다가 두 번째 숨을 쉬어
and everyone's watching.,모두가 보고 있어
"Cause I can love you more than this, yeah","왜냐면 난 너를 이것보다 더 사랑할 수 없으니까, 그래"
So tell me what you want me to do,그러니 내가 뭘 하길 원하는지 말해줘
"For now, we'll make a vow to just","지금은, 우리 그냥 맹세하자"
I pray that you will see the light,네가 그 빛을 보게 되길 기도해
And how's that insatiable appetite?,그 채워지지 않는 식욕은 어때?
"No, I can't get much higher, high, high","아니, 난 더 이상 올라갈 수 없어, 더 높이, 더 높이"
"It's way too late to save our souls, baby (souls, baby)","우리 영혼을 구하기엔 너무 늦었어, 베이비 (영혼들, 베이비)"
Ain't no way to forget,잊을 방법이 없어
You to remind me why,왜인지 나를 다시 기억하게 해줘
"Cause your love is alright, alright","네 사랑은 괜찮아, 괜찮아 (오)"
"Baby, let's just forget (no-oh)","자기야, 그냥 잊어버리자 (아니-오)"
"I say, ""Nothing, I was just thinkin' how we don't have a song","아무것도 없어, 그냥 우리한테 노래가 없다는 생각했어""라고 말했지"
"Go 'head, talk shit, it's all in the papers","가서 말해봐, 다 신문에 실리겠지"
You do things to me that I just can't forget (you're all I think about),넌 날 잊을 수 없는 짓을 해 (넌 내가 생각하는 전부야)
Let's do what we both desire,우리 둘 다 원하는 걸 하자 (헤이)
And I finally caught it out on this floor,그리고 마침내 이 무대 위에서 그것을 붙잡았어
You feel you're not wanted anywhere,네가 아무 데도 원하지 않는다고 느낄 때
"That should be me, that should be me","그건 나여야 해, 그건 나여야 해"
"How'd I turn my shirt inside out? (Inside out, right)","내 셔츠를 어떻게 안팎으로 뒤집었지? (뒤집혔지, 맞아)"
"Cause if you think I was born yesterday, you have got me wrong","만약 네가 내가 어제 태어났다고 생각한다면, 넌 나를 오해한 거야"
But who can stand when she's in demand her schemes and plans,"그녀가 요구할 땐 누가 버틸 수 있겠어, 그녀의 계략과 계획"
And on the surface I held it together,겉으로는 버티고 있었지만
Walk in wearin' fetters,족쇄를 차고 걸어 들어와
"And now you've come undone, and I, I, I, I","그리고 이제 넌 풀렸고, 나, 나, 나, 나"
Your last first kiss,네 마지막 첫 키스
Pretending to be a duchess and a prince,공작부인과 왕자인 척하며
I confused it with an earthquake,지진인 줄 알았어
I hope you're still with me when I'm not quite myself,내가 나답지 않을 때도 네가 곁에 있길 바라
"Yeah-eah-eah, yeah, yeah-eah-eah","그래-에-에, 그래, 그래-에-에"
Pearly Gates look more like a picket fence,진주문은 오히려 울타리처럼 보여
But you've got stars in your eyes,하지만 네 눈엔 별이 있어
Why you no wan' conform? whoa (mm-hm),왜 맞추려 하지 않는 거야? 워 (흠)
And I want you to know,그리고 네가 알았으면 해
"Then maybe you'll understand the song, it will be worth it","그러면 어쩌면 너는 그 노래를 이해하게 될 거야, 그럴 가치가 있을 거야"
Take your bank before I pay you out,내가 널 갚기 전에 네 은행을 잡아라
Won't have to dance around it,빙빙 돌며 피하지 않아도 될 때
Something whispers in my ear and says,무언가가 내 귀에 속삭였어
I've heard every line,모든 대사를 다 들었어
"I wish he never looked at me that way (eh-eh, eh-eh)","그가 그런 식으로 날 쳐다보지 않았으면 좋겠어 (에-에, 에-에)"
"Girl, yuh bajan beauty","소녀야, 너의 바베이도스 같은 아름다움"
It don't have a price,그건 가격이 매겨지지 않아
"I never should have let you go, oh","널 놓았던 건 절대 해선 안 됐어, 오"
You're still all over me,넌 여전히 내 온몸에 남아 있어
(Give you my heart),(내 심장을 줄게)
You're gonna hear my voice when I shout it out loud,내가 크게 외칠 때 내 목소리를 들을 거야
She's blonde and she's bisexual,그녀는 금발이고 양성애자야
I got ate alive yesterday,어제 난 삼켜질 뻔했어
"All night, I'll riot with you","밤새도록, 너와 함께 난 폭동을 일으킬 거야"
So pray for all the lost children,그러니 길을 잃은 모든 아이들을 위해 기도해
I can't take my eyes off of you,난 널 보는 눈을 뗄 수 없어
Industry disruptors and soul deconstructors,"산업을 뒤흔드는 자들, 영혼을 해체하는 이들"
We're forever young,우린 영원히 젊어
So rip my pictures from your wall,그러니 내 사진을 네 벽에서 떼어내
All together now!,모두 함께!
"If being fine was a crime, girl, they'd lock your lil' fine ass up in a tower","잘생김이 죄라면, 소녀야, 널 탑에 가두었을 거야"
But one last time,하지만 마지막 한 번만
So if you tryna lay in these arms,그러니 네가 내 품에 누우려 한다면
"Tomorrow's getting harder, make no mistake","내일은 더 힘들어질 테니, 실수하지 마"
Comin' down like the Dow Jones,다우존스처럼 급락해
There I was again tonight,오늘 밤 또 거기 있었어
He's loading lots of toys and many goodies on his sleigh,그는 썰매에 장난감과 선물을 가득 싣고 있어
"You lie, but I don't let it define you","넌 거짓말하지만, 난 그걸 널 규정하게 두지 않아 (헤이)"
"Across the room, your silhouette","방 건너편, 네 실루엣"
"(Make a run for it, come on!)",(달려! 어서 가자!)
"Keep holding on, my love.","계속 붙잡아, 내 사랑."
Take me to the place where you go,네가 가는 곳으로 날 데려가
"I say ""fuck it"" when I feel it","느껴지면 ""젠장""이라고 말해"
I am damaged all the way,난 완전히 상처받았어
Ever since this whole world began,이 세상이 시작된 이래로
Y'all know what time it is,여러분 시간인 거 알지
"What could've been, would've been you","있을 수 있었던 것, 그랬을 텐데, 넌"
Let me hear you say you want it all,네가 모든 걸 원한다고 말하는 걸 들려줘
What if I'm standing in your closet,내가 네 옷장이 안에 서 있다면 어떨까
"Yeah, yeah, alright (woo-doo-doo-doo-doo)","그래, 그래, 좋아 (우-두두)"
"But I hate that you know, you know, you know","하지만 네가 알고 있다는 게 싫어, 알지, 알지, 알지"
How to erase your body from out my brain (what you gon' do now?),네 몸을 내 머릿속에서 어떻게 지울 수 있을까 (이제 어쩔 거야?)
Sometimes I just can't take it,가끔 난 참을 수가 없어
I am no one special,난 특별한 사람이 아냐
"And it's true, either you're wrong or you're right","그리고 그건 사실이야, 네가 틀렸든 맞든"
Back and get drunk with my friends,다시 가서 친구들과 취할 수 있을지
The kind of flawless I wish I could be,내가 되고 싶어하는 완벽함
But for the missile monsoon,하지만 미사일 폭우 때문에
But when I'm older,하지만 내가 나이 들면
That you'll take me in,네가 날 받아줄 거라는 걸
Feeling like I don't know you,네가 누군지 모르는 기분이 들어
We'll stay home instead,대신 집에 있을 거야
Burn accessories and stash them where they are,소각품을 태우고 제자리에 숨겨두라
"She lookin', I took her to the mansion (Yeah, yeah)","그녀는 보고 있어, 내가 그녀를 맨션으로 데려갔어 (그래, 그래)"
Nobody lonely like I'm lonely and I don't know whether,"아무도 내가 느끼는 외로움처럼 외롭지 않아, 그리고 나는 알 수 없어"
Shower you with all my attention (I will),내 모든 관심으로 널 샤워시킬게 (그럴게)
Hey there sugar baby,"안녕, 달콤한 자기야"
(Now lemme get straight to it),(이제 바로 말해볼게)
"With you, under the mistletoe (under the mistletoe)","너와 함께, 겨울철 키스밑에서 (겨울철 키스밑에서)"
Of a bloody cold assassin,핏빛처럼 차가운 암살자의
Isn't it lovely how menaces turned attraction?,위협이 매력으로 변한 게 참 사랑스럽지 않아?
That's hilarious (ha-ha-ha-ha-ha),정말 웃기지 (하-하-하-하-하)
Do my singing in the shower,샤워할 때 노래할게
I'm hopin' one day you will change,언젠가 네가 변하길 바라
(And the way that you looked at me) help me here,(네가 날 바라본 그 눈빛) 날 도와줘
And the hours pass by,그리고 시간은 흘러가고
That runs through our lives,우리 삶을 가로지르는
"Yeah, I know your imperfections I be constantly stressing","그래, 난 네 불완전함 때문에 계속 스트레스 받아"
"Told you this is my fault, look me in the eyeball","이건 내 잘못이라고 말했지, 내 눈을 똑바로 봐"
Life is so simple,삶은 참 단순해
Ringtone on silent,벨소리 무음
"Tear me to pieces, skin to bone","날 갈기갈기 찢어줘, 피부에서 뼈까지"
"Baby, no te quede' calla'a","애야, 조용히 있지 마"
That's how much I need you (how much I love you),그만큼 난 널 필요로 해 (그만큼 난 널 사랑해)
"Mamacita, I will never make a promise that I can't keep","마마시타, 지킬 수 없는 약속은 절대 하지 않아"
If my home I'll never find,내 집을 영원히 찾지 못해도
Woah-oh-oh,워어-오-오
"You were on top, I put you on top","넌 정상에 있었고, 난 널 정상에 올려놨지"
Right when you need it the most,네가 가장 필요할 때
"I'll wait on mountain tops in Paris, cold","파리의 산꼭대기에서 기다릴게, 추워도"
"But on Thursday, make sure","하지만 목요일에는, 꼭"
For the chance to feel alive,살아있음을 느낄 기회를 원해
Right when I need it the most,내가 가장 필요할 때
You can get whatever you need from me,넌 내게서 필요한 걸 뭐든 얻을 수 있어
You've indicated your interest,널 향한 관심을 표시했어
They said the end is comin' (they said the end is comin'),사람들이 끝이 온다고 했어 (사람들이 끝이 온다고 했어)
"(Baby, 'cause you blow my heart up, baby, 'cause you blow my heart up)","(자기야, 네가 내 심장을 폭발시켜, 자기야, 네가 내 심장을 폭발시켜)"
Why are you following me?,왜 날 따라오니?
"Both arms, yeah","양팔, 그래"
This ain't a rodeo,이건 로데오가 아니야
"I'll dance, dance, dance","난 춤추고, 춤추고, 춤출 거야"
Of a Rock n' Roll band,락앤롤 밴드의
I know your life is full of turmoil,네 삶이 혼란으로 가득하다는 것도 알아
When he opens his arms and holds you close tonight,그가 팔을 벌려 널 안아주면 오늘 밤
"Then we can be in love, somehow",그러면 우린 어떻게든 사랑할 수 있어
"Tell me something think I'm losing my mind, ah!","뭔가 말해줘, 미쳐가는 것 같아, 아!"
"I wanna grab both your shoulders and shake, baby","네 어깨를 붙잡고 흔들고 싶어, 베이비"
"I drink 'til I'm drunk ('til I'm drunk),","취할 때까지 마셔 ('취할 때까지),"
I don't think that you know what you're leaving here for,네가 왜 여기서 떠나는지 모르는 것 같아
You give me that kind of something,넌 나에게 그런 무언가를 줘
What are you wondering?,넌 무엇을 궁금해하니?
"I'm running, running, got me running, running, ooh","난 달리고 있어, 달리고 있어, 날 달리게 해, 달리게 해, 우 (우)"
